text,sentence_idx,abstract_idx,label,predicted
a,641,106,O,O
cost-effect,641,106,O,O
double-,641,106,O,O
[,641,106,O,O
4,641,106,O,O
],641,106,O,O
helicene-bas,641,106,O,O
molecular,641,106,O,O
semiconductor,641,106,O,O
(,641,106,O,O
dbc-omedpa,641,106,O,O
),641,106,O,O
is,641,106,O,O
synthes,641,106,O,O
for,641,106,O,O
a,641,106,O,O
solution-deposit,641,106,O,O
thin,641,106,O,O
film,641,106,O,O
",",641,106,O,O
exhibit,641,106,O,O
an,641,106,O,O
improv,641,106,I,I
hole,641,106,O,O
mobil,641,106,O,O
in,641,106,O,O
comparison,641,106,O,O
with,641,106,O,O
state-of-the-art,641,106,O,O
spiro-ometad,641,106,O,O
control,641,106,O,O
.,641,106,O,O
x-ray,642,106,O,O
crystallograph,642,106,O,O
analysi,642,106,O,O
and,642,106,O,O
theoret,642,106,O,O
calcul,642,106,O,O
reveal,642,106,O,O
the,642,106,O,O
three-dimension,642,106,O,O
molecular,642,106,O,O
stack,642,106,O,O
and,642,106,O,O
multidirect,642,106,O,O
hole-transport,642,106,O,O
properti,642,106,O,O
of,642,106,O,O
dbc-omedpa,642,106,O,O
",",642,106,O,O
clarifi,642,106,O,O
the,642,106,O,O
microscop,642,106,O,O
mechan,642,106,O,O
of,642,106,O,O
the,642,106,O,O
hole-transport,642,106,O,O
process,642,106,I,I
.,642,106,O,O
a,643,106,O,O
better,643,106,O,O
pce,643,106,O,O
of,643,106,O,O
22,643,106,O,O
%,643,106,O,O
at,643,106,O,O
the,643,106,O,O
am,643,106,O,O
1.5g,643,106,O,O
condit,643,106,O,O
is,643,106,O,O
achiev,643,106,O,O
for,643,106,O,O
psc,643,106,O,O
with,643,106,O,O
dbc-omedpa,643,106,O,O
as,643,106,O,O
the,643,106,O,O
hole-transport,643,106,O,O
.,643,106,O,O
moreov,644,106,O,O
",",644,106,O,O
psc,644,106,O,O
use,644,106,O,O
dbc-omedpa,644,106,O,O
characterist,644,106,O,O
of,644,106,O,O
an,644,106,O,O
elev,644,106,O,O
intrins,644,106,O,O
glass,644,106,O,O
transit,644,106,O,O
temperatur,644,106,O,O
of,644,106,O,O
154,644,106,O,O
°c,644,106,O,O
maintain,644,106,O,O
a,644,106,O,O
stabl,644,106,O,O
pce,644,106,O,O
output,644,106,O,O
for,644,106,O,O
hundr,644,106,O,O
of,644,106,O,O
hour,644,106,O,O
at,644,106,O,O
60,644,106,O,O
°c,644,106,O,O
under,644,106,O,O
equival,644,106,O,O
full,644,106,O,O
sunglight,644,106,O,O
soak,644,106,O,O
.,644,106,O,O
low-temperature-process,645,107,O,O
perovskit,645,107,B,O
solar,645,107,O,O
cell,645,107,O,O
(,645,107,O,O
psc,645,107,O,O
),645,107,O,O
",",645,107,O,O
especi,645,107,O,O
those,645,107,O,O
fabric,645,107,I,O
on,645,107,O,O
flexibl,645,107,O,O
substrat,645,107,O,O
",",645,107,O,O
exhibit,645,107,O,O
devic,645,107,O,O
perform,645,107,O,O
that,645,107,O,O
is,645,107,O,O
wors,645,107,O,O
than,645,107,O,O
that,645,107,O,O
of,645,107,O,O
high-temperature-process,645,107,O,O
psc,645,107,O,O
.,645,107,O,O
one,646,107,O,O
of,646,107,O,O
the,646,107,O,O
main,646,107,O,O
reason,646,107,O,O
for,646,107,O,O
the,646,107,O,O
inferior,646,107,O,O
perform,646,107,O,O
of,646,107,O,O
low-temperature-process,646,107,O,O
psc,646,107,O,O
is,646,107,O,O
the,646,107,O,O
loss,646,107,O,O
of,646,107,O,O
photogener,646,107,O,O
electron,646,107,O,O
in,646,107,O,O
the,646,107,O,O
electron,646,107,O,O
collect,646,107,O,O
layer,646,107,O,O
(,646,107,O,O
ecl,646,107,O,O
),646,107,O,O
or,646,107,O,O
relat,646,107,O,O
interfac,646,107,O,O
",",646,107,O,O
i.e.,646,107,O,O
",",646,107,O,O
indium,646,107,O,O
tin,646,107,O,O
oxide/ecl,646,107,O,O
and,646,107,O,O
ecl/perovskit,646,107,B,O
.,646,107,O,O
here,647,107,O,O
",",647,107,O,O
we,647,107,O,O
report,647,107,O,O
that,647,107,O,O
tailor,647,107,O,O
of,647,107,O,O
the,647,107,O,O
energi,647,107,O,O
level,647,107,O,O
and,647,107,O,O
electron,647,107,O,O
transport,647,107,O,O
abil,647,107,O,O
in,647,107,O,O
oxid,647,107,O,O
ecl,647,107,O,O
use,647,107,O,O
zn2sno4,647,107,O,O
nanoparticl,647,107,O,O
and,647,107,O,O
quantum,647,107,O,O
dot,647,107,O,O
notabl,647,107,O,O
minim,647,107,O,O
the,647,107,O,O
loss,647,107,O,O
of,647,107,O,O
photogener,647,107,O,O
electron,647,107,O,O
in,647,107,O,O
the,647,107,O,O
low-temperature-fabr,647,107,O,O
flexibl,647,107,O,O
psc,647,107,O,O
.,647,107,O,O
the,648,107,O,O
propos,648,107,O,O
ecl,648,107,O,O
with,648,107,O,O
methylammonium,648,107,O,O
lead,648,107,O,O
halid,648,107,O,O
[,648,107,O,O
mapb,648,107,O,O
(,648,107,O,O
i0.9br0.1,648,107,O,O
),648,107,O,O
3,648,107,O,O
],648,107,O,O
lead,648,107,O,O
to,648,107,O,O
fabric,648,107,I,O
of,648,107,O,O
significantli,648,107,O,O
improv,648,107,I,O
flexibl,648,107,O,O
psc,648,107,O,O
with,648,107,O,O
steady-st,648,107,O,O
power,648,107,O,O
convers,648,107,O,O
effici,648,107,O,O
of,648,107,O,O
16.0,648,107,O,O
%,648,107,O,O
under,648,107,O,O
am,648,107,O,O
1.5g,648,107,O,O
illumin,648,107,O,O
of,648,107,O,O
100,648,107,O,O
mw,648,107,O,O
cm–2,648,107,O,O
intens,648,107,O,O
.,648,107,O,O
these,649,107,O,O
result,649,107,O,O
provid,649,107,O,O
an,649,107,O,O
effect,649,107,O,O
method,649,107,O,O
for,649,107,O,O
fabric,649,107,I,O
high-perform,649,107,O,O
",",649,107,O,O
low-temperatur,649,107,O,O
solution-process,649,107,O,O
flexibl,649,107,O,O
psc,649,107,O,O
.,649,107,O,O
thi,650,108,O,O
work,650,108,O,O
present,650,108,O,O
an,650,108,O,O
invert,650,108,O,O
planar,650,108,O,O
nh2ch,650,108,O,O
=,650,108,O,O
nh2pbi3,650,108,B,O
(,650,108,O,O
fapbi3,650,108,B,O
),650,108,O,O
perovskit,650,108,B,O
solar,650,108,O,O
cell,650,108,O,O
.,650,108,O,O
fapbi3,651,108,B,O
perovskit,651,108,B,O
and,651,108,O,O
phenyl-c61-butyr,651,108,O,O
acid,651,108,O,O
methyl,651,108,O,O
ester,651,108,O,O
(,651,108,O,O
pc61bm,651,108,O,O
),651,108,O,O
are,651,108,O,O
deposit,651,108,O,O
on,651,108,O,O
the,651,108,O,O
pedot,651,108,O,O
:,651,108,O,O
pss/fluorine-dop,651,108,O,O
tin,651,108,O,O
oxid,651,108,O,O
(,651,108,O,O
fto,651,108,O,O
),651,108,O,O
glass,651,108,O,O
substrat,651,108,O,O
by,651,108,O,O
the,651,108,O,O
single-step,651,108,O,O
method,651,108,O,O
.,651,108,O,O
the,652,108,O,O
perovskit,652,108,B,O
film,652,108,O,O
have,652,108,O,O
been,652,108,O,O
character,652,108,O,O
by,652,108,O,O
atom,652,108,O,O
forc,652,108,O,O
microscopi,652,108,O,O
(,652,108,O,O
afm,652,108,O,O
),652,108,O,O
",",652,108,O,O
field,652,108,O,O
emiss,652,108,O,O
scan,652,108,O,O
electron,652,108,O,O
microscop,652,108,O,O
(,652,108,O,O
fe-sem,652,108,O,O
),652,108,O,O
",",652,108,O,O
ultraviolet-vis,652,108,O,O
spectroscopi,652,108,O,O
(,652,108,O,O
uv-vi,652,108,O,O
),652,108,O,O
",",652,108,O,O
x-ray,652,108,O,O
diffract,652,108,O,O
(,652,108,O,O
xrd,652,108,O,O
),652,108,O,O
.,652,108,O,O
the,653,108,O,O
fapbi3,653,108,B,O
solar,653,108,O,O
cell,653,108,O,O
with,653,108,O,O
short-circuit,653,108,O,O
current,653,108,O,O
densiti,653,108,O,O
(,653,108,O,O
jsc,653,108,O,O
),653,108,O,O
=,653,108,O,O
14.48,653,108,O,O
ma/cm2,653,108,O,O
",",653,108,O,O
open-circuit,653,108,O,O
voltag,653,108,O,O
(,653,108,O,O
voc,653,108,O,O
),653,108,O,O
=,653,108,O,O
0.88,653,108,O,O
v,653,108,O,O
",",653,108,O,O
fill,653,108,O,O
factor,653,108,O,O
(,653,108,O,O
ff,653,108,O,O
),653,108,O,O
=,653,108,O,O
68,653,108,O,O
%,653,108,O,O
",",653,108,O,O
and,653,108,O,O
power,653,108,O,O
convers,653,108,O,O
effici,653,108,O,O
(,653,108,O,O
pce,653,108,O,O
),653,108,O,O
=,653,108,O,O
8.62,653,108,O,O
%,653,108,O,O
",",653,108,O,O
respect,653,108,O,O
.,653,108,O,O
metal-halid,654,109,O,O
perovskit,654,109,B,O
show,654,109,O,O
promis,654,109,O,O
as,654,109,O,O
highli,654,109,O,O
effici,654,109,O,O
solar,654,109,O,O
cell,654,109,O,O
",",654,109,O,O
light-emit,654,109,O,O
diod,654,109,O,O
",",654,109,O,O
and,654,109,O,O
other,654,109,O,O
optoelectron,654,109,O,O
devic,654,109,O,O
.,654,109,O,O
ensur,655,109,O,O
long-term,655,109,O,O
stabil,655,109,O,O
is,655,109,O,O
now,655,109,O,O
a,655,109,O,O
major,655,109,O,O
prioriti,655,109,O,O
.,655,109,O,O
in,656,109,O,O
thi,656,109,O,O
studi,656,109,O,O
",",656,109,O,O
an,656,109,O,O
ultrathin,656,109,O,O
(,656,109,O,O
2,656,109,O,O
nm,656,109,O,O
),656,109,O,O
layer,656,109,O,O
of,656,109,O,O
polyethylenimin,656,109,O,O
ethoxyl,656,109,O,O
(,656,109,O,O
peie,656,109,O,O
),656,109,O,O
is,656,109,O,O
use,656,109,O,O
to,656,109,O,O
function,656,109,O,O
the,656,109,O,O
surfac,656,109,O,O
of,656,109,O,O
c60,656,109,O,O
for,656,109,O,O
the,656,109,O,O
subsequ,656,109,O,O
deposit,656,109,O,O
of,656,109,O,O
atom,656,109,O,O
layer,656,109,O,O
deposit,656,109,O,O
(,656,109,O,O
ald,656,109,O,O
),656,109,O,O
sno2,656,109,O,O
",",656,109,O,O
a,656,109,O,O
commonli,656,109,O,O
use,656,109,O,O
electron,656,109,O,O
contact,656,109,O,O
bilay,656,109,O,O
for,656,109,O,O
p–i–n,656,109,O,O
devic,656,109,O,O
.,656,109,O,O
the,657,109,O,O
enhanc,657,109,O,O
nucleat,657,109,O,O
result,657,109,O,O
in,657,109,O,O
a,657,109,O,O
more,657,109,O,O
continu,657,109,O,O
initi,657,109,O,O
ald,657,109,O,O
sno2,657,109,O,O
layer,657,109,O,O
that,657,109,O,O
exhibit,657,109,O,O
superior,657,109,O,O
barrier,657,109,O,O
properti,657,109,O,O
",",657,109,O,O
protect,657,109,O,O
cs0.25fa0.75pb,657,109,O,O
(,657,109,O,O
br0.20i0.80,657,109,O,O
),657,109,O,O
3,657,109,O,O
film,657,109,O,O
upon,657,109,O,O
direct,657,109,O,O
exposur,657,109,O,O
to,657,109,O,O
high,657,109,O,O
temperatur,657,109,O,O
(,657,109,O,O
200,657,109,O,O
°c,657,109,O,O
),657,109,O,O
and,657,109,O,O
water,657,109,O,O
.,657,109,O,O
thi,658,109,O,O
surfac,658,109,O,O
modif,658,109,O,O
with,658,109,O,O
peie,658,109,O,O
translat,658,109,O,O
to,658,109,O,O
more,658,109,O,O
stabl,658,109,O,O
solar,658,109,O,O
cell,658,109,O,O
under,658,109,O,O
aggress,658,109,O,O
test,658,109,O,O
condit,658,109,O,O
in,658,109,O,O
air,658,109,O,O
at,658,109,O,O
60,658,109,O,O
°c,658,109,O,O
under,658,109,O,O
illumin,658,109,O,O
.,658,109,O,O
thi,659,109,O,O
type,659,109,O,O
of,659,109,O,O
“,659,109,O,O
built-in,659,109,O,O
”,659,109,O,O
barrier,659,109,O,O
layer,659,109,O,O
mitig,659,109,O,O
degrad,659,109,O,O
pathway,659,109,O,O
not,659,109,O,O
address,659,109,O,O
by,659,109,O,O
extern,659,109,O,O
encapsul,659,109,O,O
",",659,109,O,O
such,659,109,O,O
as,659,109,O,O
intern,659,109,O,O
halid,659,109,O,O
or,659,109,O,O
metal,659,109,O,O
diffus,659,109,O,O
",",659,109,O,O
while,659,109,O,O
maintain,659,109,O,O
high,659,109,O,O
devic,659,109,O,O
effici,659,109,O,O
up,659,109,O,O
to,659,109,O,O
18.5,659,109,O,O
%,659,109,O,O
.,659,109,O,O
thi,660,109,O,O
nucleat,660,109,O,O
strategi,660,109,O,O
is,660,109,O,O
also,660,109,O,O
extend,660,109,O,O
to,660,109,O,O
ald,660,109,O,O
vox,660,109,O,O
film,660,109,O,O
",",660,109,O,O
demonstr,660,109,O,O
it,660,109,O,O
potenti,660,109,O,O
to,660,109,O,O
be,660,109,O,O
broadli,660,109,O,O
appli,660,109,O,O
to,660,109,O,O
other,660,109,O,O
metal,660,109,O,O
oxid,660,109,O,O
contact,660,109,O,O
and,660,109,O,O
devic,660,109,O,O
architectur,660,109,O,O
.,660,109,O,O
organo-met,661,110,O,O
halid,661,110,O,O
perovskit,661,110,B,B
(,661,110,O,O
omhp,661,110,O,O
),661,110,O,O
are,661,110,O,O
materi,661,110,O,O
with,661,110,O,O
attract,661,110,O,O
properti,661,110,O,O
for,661,110,O,O
optoelectron,661,110,O,O
.,661,110,O,O
they,662,110,O,O
made,662,110,O,O
a,662,110,O,O
recent,662,110,O,O
introduct,662,110,O,O
in,662,110,O,O
the,662,110,O,O
photovolta,662,110,O,O
world,662,110,O,O
by,662,110,O,O
methylammonium,662,110,O,O
(,662,110,O,O
ma,662,110,O,O
),662,110,O,O
lead,662,110,O,O
triiodid,662,110,O,O
and,662,110,O,O
show,662,110,O,O
remark,662,110,O,O
improv,662,110,I,I
charg,662,110,O,O
separ,662,110,O,O
capabl,662,110,O,O
when,662,110,O,O
chlorid,662,110,O,O
and,662,110,O,O
bromid,662,110,O,O
are,662,110,O,O
ad,662,110,I,I
.,662,110,O,O
here,663,110,O,O
we,663,110,O,O
show,663,110,O,O
how,663,110,O,O
halid,663,110,O,O
substitut,663,110,O,O
in,663,110,O,O
omhp,663,110,O,O
with,663,110,O,O
the,663,110,O,O
nomin,663,110,O,O
composit,663,110,O,O
ch3nh3pbi2x,663,110,B,B
",",663,110,O,O
where,663,110,O,O
x,663,110,O,O
is,663,110,O,O
i,663,110,O,O
",",663,110,O,O
br,663,110,O,O
",",663,110,O,O
or,663,110,O,O
cl,663,110,O,O
",",663,110,O,O
influenc,663,110,O,O
the,663,110,O,O
morpholog,663,110,O,O
",",663,110,O,O
charg,663,110,O,O
quantum,663,110,O,O
yield,663,110,O,O
",",663,110,O,O
and,663,110,O,O
local,663,110,O,O
interact,663,110,O,O
with,663,110,O,O
the,663,110,O,O
organ,663,110,O,O
ma,663,110,O,O
cation,663,110,O,O
.,663,110,O,O
x-ray,664,110,O,O
diffract,664,110,O,O
and,664,110,O,O
photoluminesc,664,110,O,O
data,664,110,O,O
demonstr,664,110,O,O
that,664,110,O,O
halid,664,110,O,O
substitut,664,110,O,O
affect,664,110,O,O
the,664,110,O,O
local,664,110,O,O
structur,664,110,O,O
in,664,110,O,O
the,664,110,O,O
omhp,664,110,O,O
with,664,110,O,O
separ,664,110,O,O
mapbi3,664,110,B,B
and,664,110,O,O
mapbcl3,664,110,B,B
phase,664,110,O,O
.,664,110,O,O
raman,665,110,O,O
spectroscopi,665,110,O,O
as,665,110,O,O
well,665,110,O,O
as,665,110,O,O
theoret,665,110,O,O
vibrat,665,110,O,O
calcul,665,110,O,O
reveal,665,110,O,O
that,665,110,O,O
thi,665,110,O,O
at,665,110,O,O
the,665,110,O,O
same,665,110,O,O
time,665,110,O,O
deloc,665,110,O,O
the,665,110,O,O
charg,665,110,O,O
to,665,110,O,O
the,665,110,O,O
ma,665,110,O,O
cation,665,110,O,O
",",665,110,O,O
which,665,110,O,O
can,665,110,O,O
liber,665,110,O,O
the,665,110,O,O
vibrat,665,110,O,O
movement,665,110,O,O
of,665,110,O,O
the,665,110,O,O
ma,665,110,O,O
cation,665,110,O,O
",",665,110,O,O
lead,665,110,O,O
to,665,110,O,O
a,665,110,O,O
more,665,110,O,O
adapt,665,110,O,O
organ,665,110,O,O
phase,665,110,O,O
.,665,110,O,O
the,666,110,O,O
reson,666,110,O,O
raman,666,110,O,O
effect,666,110,O,O
togeth,666,110,O,O
with,666,110,O,O
quantum,666,110,O,O
chemic,666,110,O,O
calcul,666,110,O,O
is,666,110,O,O
util,666,110,O,O
to,666,110,O,O
analyz,666,110,O,O
the,666,110,O,O
chang,666,110,O,O
in,666,110,O,O
charg,666,110,O,O
transfer,666,110,O,O
mechan,666,110,O,O
upon,666,110,O,O
electron,666,110,O,O
excit,666,110,O,O
and,666,110,O,O
give,666,110,O,O
import,666,110,O,O
clue,666,110,O,O
for,666,110,O,O
the,666,110,O,O
mechan,666,110,O,O
of,666,110,O,O
the,666,110,O,O
much,666,110,O,O
improv,666,110,I,I
photovoltag,666,110,O,O
and,666,110,O,O
photocurr,666,110,O,O
also,666,110,O,O
seen,666,110,O,O
in,666,110,O,O
the,666,110,O,O
solar,666,110,O,O
cell,666,110,O,O
perform,666,110,O,O
for,666,110,O,O
the,666,110,O,O
materi,666,110,O,O
when,666,110,O,O
chlorid,666,110,O,O
compound,666,110,O,O
are,666,110,O,O
includ,666,110,O,O
in,666,110,O,O
the,666,110,O,O
prepar,666,110,I,I
.,666,110,O,O
the,667,111,O,O
major,667,111,O,O
restraint,667,111,O,O
for,667,111,O,O
the,667,111,O,O
commerci,667,111,O,O
of,667,111,O,O
the,667,111,O,O
high-perform,667,111,O,O
hybrid,667,111,O,O
metal,667,111,O,O
halid,667,111,O,O
perovskit,667,111,B,B
solar,667,111,O,O
cell,667,111,O,O
is,667,111,O,O
the,667,111,O,O
long-term,667,111,O,O
stabil,667,111,O,O
",",667,111,O,O
especi,667,111,O,O
at,667,111,O,O
the,667,111,O,O
infirm,667,111,O,O
interfac,667,111,O,O
between,667,111,O,O
the,667,111,O,O
perovskit,667,111,B,B
film,667,111,O,O
and,667,111,O,O
organ,667,111,O,O
charge-transf,667,111,O,O
layer,667,111,O,O
.,667,111,O,O
recent,668,111,O,O
",",668,111,O,O
engin,668,111,O,O
the,668,111,O,O
interfac,668,111,O,O
between,668,111,O,O
the,668,111,O,O
perovskit,668,111,B,B
and,668,111,O,O
spiro-ometad,668,111,O,O
becom,668,111,O,O
an,668,111,O,O
effect,668,111,O,O
strategi,668,111,O,O
to,668,111,O,O
simultan,668,111,O,O
improv,668,111,I,I
the,668,111,O,O
effici,668,111,O,O
and,668,111,O,O
stabil,668,111,O,O
in,668,111,O,O
the,668,111,O,O
perovskit,668,111,B,B
solar,668,111,O,O
cell,668,111,O,O
.,668,111,O,O
in,669,111,O,O
thi,669,111,O,O
work,669,111,O,O
",",669,111,O,O
we,669,111,O,O
demonstr,669,111,O,O
that,669,111,O,O
introduc,669,111,O,O
an,669,111,O,O
interfaci,669,111,O,O
polystyren,669,111,O,O
layer,669,111,O,O
between,669,111,O,O
the,669,111,O,O
perovskit,669,111,B,B
film,669,111,O,O
and,669,111,O,O
spiro-ometad,669,111,O,O
layer,669,111,O,O
can,669,111,O,O
effect,669,111,O,O
improv,669,111,I,I
the,669,111,O,O
perovskit,669,111,B,B
solar,669,111,O,O
cell,669,111,O,O
photovolta,669,111,O,O
perform,669,111,O,O
.,669,111,O,O
the,670,111,O,O
insert,670,111,O,O
polystyren,670,111,O,O
layer,670,111,O,O
can,670,111,O,O
passiv,670,111,O,O
the,670,111,O,O
interfac,670,111,O,O
trap,670,111,O,O
and,670,111,O,O
defect,670,111,O,O
effect,670,111,O,O
and,670,111,O,O
decreas,670,111,O,O
the,670,111,O,O
nonradi,670,111,O,O
recombin,670,111,O,O
",",670,111,O,O
lead,670,111,O,O
to,670,111,O,O
enhanc,670,111,O,O
photoluminesc,670,111,O,O
intens,670,111,O,O
and,670,111,O,O
carrier,670,111,O,O
lifetim,670,111,O,O
",",670,111,O,O
without,670,111,O,O
compromis,670,111,O,O
the,670,111,O,O
carrier,670,111,O,O
extract,670,111,O,O
and,670,111,O,O
transfer,670,111,O,O
.,670,111,O,O
under,671,111,O,O
the,671,111,O,O
optim,671,111,O,O
condit,671,111,O,O
",",671,111,O,O
the,671,111,O,O
perovskit,671,111,B,B
solar,671,111,O,O
cell,671,111,O,O
with,671,111,O,O
the,671,111,O,O
polystyren,671,111,O,O
layer,671,111,O,O
achiev,671,111,O,O
an,671,111,O,O
enhanc,671,111,O,O
averag,671,111,O,O
power,671,111,O,O
effici,671,111,O,O
of,671,111,O,O
about,671,111,O,O
19.61,671,111,O,O
%,671,111,O,O
(,671,111,O,O
20.46,671,111,O,O
%,671,111,O,O
of,671,111,O,O
the,671,111,O,O
best,671,111,O,O
effici,671,111,O,O
),671,111,O,O
from,671,111,O,O
about,671,111,O,O
17.63,671,111,B,B
%,671,111,O,O
with,671,111,O,O
neglig,671,111,O,O
current,671,111,O,O
density–voltag,671,111,O,O
hysteresi,671,111,O,O
.,671,111,O,O
moreov,672,111,O,O
",",672,111,O,O
the,672,111,O,O
optim,672,111,O,O
perovskit,672,111,B,B
solar,672,111,O,O
cell,672,111,O,O
with,672,111,O,O
the,672,111,O,O
hydrophob,672,111,O,O
polystyren,672,111,O,O
layer,672,111,O,O
can,672,111,O,O
maintain,672,111,O,O
about,672,111,O,O
85,672,111,O,O
%,672,111,O,O
initi,672,111,O,O
effici,672,111,O,O
after,672,111,O,O
2,672,111,O,O
month,672,111,O,O
storag,672,111,O,O
in,672,111,O,O
open,672,111,O,O
air,672,111,O,O
condit,672,111,O,O
without,672,111,O,O
encapsul,672,111,O,O
.,672,111,O,O
organic–inorgan,673,112,O,O
lead,673,112,O,O
perovskit,673,112,B,O
have,673,112,O,O
shown,673,112,O,O
great,673,112,O,O
promis,673,112,O,O
as,673,112,O,O
photovolta,673,112,O,O
materi,673,112,O,O
",",673,112,O,O
and,673,112,O,O
within,673,112,O,O
thi,673,112,O,O
class,673,112,O,O
of,673,112,O,O
materi,673,112,O,O
(,673,112,O,O
ch3nh3,673,112,B,O
),673,112,O,O
pbi3–xclx,673,112,B,O
is,673,112,O,O
of,673,112,O,O
particular,673,112,O,O
interest,673,112,O,O
.,673,112,O,O
herein,674,112,O,O
we,674,112,O,O
use,674,112,O,O
soft,674,112,O,O
x-ray,674,112,O,O
spectroscopi,674,112,O,O
and,674,112,O,O
densiti,674,112,O,O
function,674,112,O,O
theori,674,112,O,O
calcul,674,112,O,O
to,674,112,O,O
demonstr,674,112,O,O
that,674,112,O,O
the,674,112,O,O
methylammonium,674,112,O,O
cation,674,112,O,O
in,674,112,O,O
a,674,112,O,O
typic,674,112,O,O
photovolta,674,112,O,O
layer,674,112,O,O
may,674,112,O,O
dissoci,674,112,O,O
into,674,112,O,O
a,674,112,O,O
metast,674,112,O,O
arrang,674,112,O,O
of,674,112,O,O
ch3i–pb2,674,112,B,O
defect,674,112,O,O
and,674,112,O,O
trap,674,112,O,O
nh3,674,112,O,O
.,674,112,O,O
the,675,112,O,O
possibl,675,112,O,O
that,675,112,O,O
other,675,112,O,O
metast,675,112,O,O
configur,675,112,O,O
of,675,112,O,O
the,675,112,O,O
organ,675,112,O,O
compon,675,112,O,O
in,675,112,O,O
(,675,112,O,O
ch3nh3,675,112,B,O
),675,112,O,O
pbi3–xclx,675,112,B,O
is,675,112,O,O
rare,675,112,O,O
consid,675,112,O,O
but,675,112,O,O
add,675,112,O,O
an,675,112,O,O
entir,675,112,O,O
new,675,112,O,O
dimens,675,112,O,O
in,675,112,O,O
understand,675,112,O,O
the,675,112,O,O
charg,675,112,O,O
trap,675,112,O,O
",",675,112,O,O
ionic,675,112,O,O
transport,675,112,O,O
",",675,112,O,O
and,675,112,O,O
structur,675,112,O,O
degrad,675,112,O,O
mechan,675,112,O,O
in,675,112,O,O
these,675,112,O,O
materi,675,112,O,O
.,675,112,O,O
understand,676,112,O,O
the,676,112,O,O
influenc,676,112,O,O
of,676,112,O,O
these,676,112,O,O
other,676,112,O,O
configur,676,112,O,O
is,676,112,O,O
of,676,112,O,O
critic,676,112,O,O
import,676,112,O,O
for,676,112,O,O
further,676,112,O,O
improv,676,112,I,O
the,676,112,O,O
perform,676,112,O,O
of,676,112,O,O
these,676,112,O,O
photovolta,676,112,O,O
.,676,112,O,O
we,677,113,O,O
obtain,677,113,O,O
a,677,113,O,O
novel,677,113,O,O
kind,677,113,O,O
of,677,113,O,O
highly-conduct,677,113,O,O
",",677,113,O,O
low-temperatur,677,113,O,O
and,677,113,O,O
perovskite-compat,677,113,B,O
carbon,677,113,O,O
past,677,113,O,O
treat,677,113,O,O
with,677,113,O,O
the,677,113,O,O
function,677,113,O,O
addit,677,113,O,O
of,677,113,O,O
titanium,677,113,O,O
(,677,113,O,O
iv,677,113,O,O
),677,113,O,O
isopropoxid,677,113,O,O
and,677,113,O,O
acet,677,113,O,O
acid,677,113,O,O
.,677,113,O,O
the,678,113,O,O
function,678,113,O,O
addit,678,113,O,O
in,678,113,O,O
the,678,113,O,O
carbon,678,113,O,O
past,678,113,O,O
can,678,113,O,O
in,678,113,O,O
si-tu,678,113,O,O
gener,678,113,O,O
newli,678,113,O,O
complex,678,113,O,O
polymer,678,113,O,O
ti-o-ti,678,113,O,O
speci,678,113,O,O
act,678,113,O,O
as,678,113,O,O
binder,678,113,O,O
and,678,113,O,O
plastic,678,113,O,O
.,678,113,O,O
it,679,113,O,O
help,679,113,O,O
the,679,113,O,O
electr,679,113,O,O
conduct,679,113,O,O
of,679,113,O,O
carbon,679,113,O,O
film,679,113,O,O
increas,679,113,O,O
to,679,113,O,O
1.13,679,113,B,O
×,679,113,O,O
104,679,113,O,O
s,679,113,O,O
m−1,679,113,O,O
",",679,113,O,O
which,679,113,O,O
correspond,679,113,O,O
to,679,113,O,O
a,679,113,O,O
sheet,679,113,O,O
resist,679,113,O,O
of,679,113,O,O
4,679,113,O,O
ω,679,113,O,O
□−1,679,113,O,O
for,679,113,O,O
a,679,113,O,O
typic,679,113,O,O
20,679,113,O,O
μm,679,113,O,O
film,679,113,O,O
",",679,113,O,O
superior,679,113,O,O
to,679,113,O,O
the,679,113,O,O
transpar,679,113,O,O
fto/ito,679,113,O,O
electrod,679,113,O,O
(,679,113,O,O
15,679,113,O,O
ω,679,113,O,O
□−1,679,113,O,O
),679,113,O,O
.,679,113,O,O
then,680,113,O,O
the,680,113,O,O
carbon,680,113,O,O
film,680,113,O,O
is,680,113,O,O
appli,680,113,O,O
as,680,113,O,O
the,680,113,O,O
low-temperatur,680,113,O,O
carbon,680,113,O,O
electrod,680,113,O,O
into,680,113,O,O
fulli,680,113,O,O
printabl,680,113,O,O
mesoscop,680,113,O,O
perovskit,680,113,B,O
solar,680,113,O,O
cell,680,113,O,O
and,680,113,O,O
a,680,113,O,O
champion,680,113,O,O
effici,680,113,O,O
of,680,113,O,O
14.04,680,113,O,O
%,680,113,O,O
is,680,113,O,O
achiev,680,113,O,O
.,680,113,O,O
meanwhil,681,113,O,O
",",681,113,O,O
the,681,113,O,O
seri,681,113,O,O
resist,681,113,O,O
of,681,113,O,O
devic,681,113,O,O
base,681,113,O,O
on,681,113,O,O
low-temperatur,681,113,O,O
carbon,681,113,O,O
electrod,681,113,O,O
can,681,113,O,O
be,681,113,O,O
reduc,681,113,O,O
from,681,113,O,O
21,681,113,O,O
to,681,113,O,O
13,681,113,O,O
ω,681,113,O,O
cm2,681,113,O,O
",",681,113,O,O
compar,681,113,O,O
to,681,113,O,O
devic,681,113,O,O
base,681,113,O,O
on,681,113,O,O
high,681,113,O,O
